3.0	0.064883
32.0	0.032441
36.0	0.011589
40.0	0.011589
46.0	0.011589
53.0	0.011589
64.0	0.011589
70.0	0.032717
77.0	0.032717
85.0	0.032717
96.0	0.032717
110.0	0.032717
128.0	0.032717
137.0	0.018291
146.0	0.018291
158.0	0.018291
171.0	0.018291
186.0	0.018291
205.0	0.018291
228.0	0.018291
256.0	0.018291
268.0	0.026093
282.0	0.026093
296.0	0.026093
313.0	0.026093
331.0	0.026093
352.0	0.026093
375.0	0.026093
402.0	0.026093
433.0	0.026093
469.0	0.026093
512.0	0.026093
531.0	0.005591
551.0	0.005591
573.0	0.005591
597.0	0.005591
623.0	0.005591
652.0	0.005591
683.0	0.005591
717.0	0.005591
755.0	0.005591
796.0	0.005591
843.0	0.005591
896.0	0.005591
956.0	0.005591
1024.0	0.005591
1053.0	0.002537
1084.0	0.002537
1117.0	0.002537
1152.0	0.002537
1189.0	0.002537
1229.0	0.002537
1271.0	0.002537
1317.0	0.002537
1365.0	0.002537
1418.0	0.002537
1475.0	0.002537
1536.0	0.002537
1603.0	0.002537
1676.0	0.002537
1755.0	0.002537
1843.0	0.002537
1940.0	0.002537
2048.0	0.002537
2092.0	0.001087
2137.0	0.001087
2185.0	0.001087
2234.0	0.001087
2286.0	0.001087
2341.0	0.001087
2398.0	0.001087
2458.0	0.001087
2521.0	0.001087
2587.0	0.001087
2657.0	0.001087
2731.0	0.001087
2809.0	0.001087
2891.0	0.001087
2979.0	0.001087
3072.0	0.001087
3171.0	0.001087
3277.0	0.001087
3390.0	0.001087
3511.0	0.001087
3641.0	0.001087
3781.0	0.001087
3932.0	0.001087
4096.0	0.001087
4163.0	0.000947
4233.0	0.000947
4304.0	0.000947
4378.0	0.000947
4455.0	0.000947
4535.0	0.000947
4617.0	0.000947
4703.0	0.000947
4792.0	0.000947
4884.0	0.000947
4979.0	0.000947
5079.0	0.000947
5183.0	0.000947
5291.0	0.000947
5403.0	0.000947
5521.0	0.000947
5643.0	0.000947
5772.0	0.000947
5906.0	0.000947
6046.0	0.000947
6194.0	0.000947
6349.0	0.000947
6512.0	0.000947
6683.0	0.000947
6864.0	0.000947
7054.0	0.000947
7256.0	0.000947
7469.0	0.000947
7696.0	0.000947
7936.0	0.000947
8192.0	0.000947
8293.0	0.000497
8397.0	0.000497
8503.0	0.000497
8612.0	0.000497
8724.0	0.000497
8839.0	0.000497
8957.0	0.000497
9078.0	0.000497
9202.0	0.000497
9330.0	0.000497
9461.0	0.000497
9596.0	0.000497
9735.0	0.000497
9879.0	0.000497
10026.0	0.000497
10178.0	0.000497
10335.0	0.000497
10496.0	0.000497
10663.0	0.000497
10835.0	0.000497
11012.0	0.000497
11196.0	0.000497
11385.0	0.000497
11582.0	0.000497
11785.0	0.000497
11995.0	0.000497
12214.0	0.000497
12440.0	0.000497
12674.0	0.000497
12918.0	0.000497
13171.0	0.000497
13435.0	0.000497
13709.0	0.000497
13995.0	0.000497
14292.0	0.000497
14603.0	0.000497
14928.0	0.000497
15267.0	0.000497
15622.0	0.000497
15994.0	0.000497
16384.0	0.000497
16540.0	0.000108
16699.0	0.000108
16861.0	0.000108
17027.0	0.000108
17195.0	0.000108
17367.0	0.000108
17542.0	0.000108
17721.0	0.000108
17904.0	0.000108
18091.0	0.000108
18281.0	0.000108
18476.0	0.000108
18674.0	0.000108
18877.0	0.000108
19085.0	0.000108
19297.0	0.000108
19514.0	0.000108
19735.0	0.000108
19962.0	0.000108
20194.0	0.000108
20432.0	0.000108
20675.0	0.000108
20924.0	0.000108
21179.0	0.000108
21441.0	0.000108
21709.0	0.000108
21984.0	0.000108
22265.0	0.000108
22555.0	0.000108
22851.0	0.000108
23156.0	0.000108
23469.0	0.000108
23790.0	0.000108
24121.0	0.000108
24461.0	0.000108
24810.0	0.000108
25170.0	0.000108
25540.0	0.000108
25921.0	0.000108
26314.0	0.000108
26719.0	0.000108
27136.0	0.000108
27567.0	0.000108
28011.0	0.000108
28471.0	0.000108
28945.0	0.000108
29436.0	0.000108
29943.0	0.000108
30468.0	0.000108
31013.0	0.000108
31576.0	0.000108
32161.0	0.000108
32768.0	0.000108
33007.0	0.000041
33250.0	0.000041
33496.0	0.000041
33746.0	0.000041
34000.0	0.000041
34257.0	0.000041
34519.0	0.000041
34784.0	0.000041
35054.0	0.000041
35328.0	0.000041
35606.0	0.000041
35889.0	0.000041
36176.0	0.000041
36468.0	0.000041
36764.0	0.000041
37065.0	0.000041
37372.0	0.000041
37683.0	0.000041
38000.0	0.000041
38322.0	0.000041
38649.0	0.000041
38983.0	0.000041
39322.0	0.000041
39667.0	0.000041
40018.0	0.000041
40375.0	0.000041
40739.0	0.000041
41109.0	0.000041
41486.0	0.000041
41870.0	0.000041
42262.0	0.000041
42660.0	0.000041
43067.0	0.000041
43481.0	0.000041
43903.0	0.000041
44333.0	0.000041
44772.0	0.000041
45220.0	0.000041
45677.0	0.000041
46143.0	0.000041
46618.0	0.000041
47104.0	0.000041
47600.0	0.000041
48106.0	0.000041
48623.0	0.000041
49152.0	0.000041
49692.0	0.000041
50244.0	0.000041
50809.0	0.000041
51386.0	0.000041
51977.0	0.000041
52581.0	0.000041
53200.0	0.000041
53833.0	0.000041
54482.0	0.000041
55146.0	0.000041
55827.0	0.000041
56525.0	0.000041
57240.0	0.000041
57974.0	0.000041
58727.0	0.000041
59500.0	0.000041
60293.0	0.000041
61108.0	0.000041
61945.0	0.000041
62805.0	0.000041
63690.0	0.000041
64600.0	0.000041
65536.0	0.000041
65902.0	0.000043
66272.0	0.000043
66647.0	0.000043
67025.0	0.000043
67408.0	0.000043
67796.0	0.000043
68188.0	0.000043
68584.0	0.000043
68985.0	0.000043
69391.0	0.000043
69802.0	0.000043
70217.0	0.000043
70638.0	0.000043
71063.0	0.000043
71494.0	0.000043
71930.0	0.000043
